ID	Form_ID	Segments	Prosody	Meaning
2299	Gothic-2299_anreizenverlocken-2	ʍ a t j a n	CVCCVC	anreizen, verlocken
2300	Gothic-2300_scharf-1	ʍ a t s	CVCC	scharf
2301	Gothic-2301_wohin-2	ʍ a θ	CVC	wohin
2302	Gothic-2302_wervonbeiden-1	ʍ a θ a r	CVCVC	wer von beiden
2303	Gothic-2303_jedervonbeiden-2	ʍ a θ a r u h	CVCVCVC	jeder von beiden
2304	Gothic-2304_schaumen-1	ʍ a θ j a n	CVCCVC	schäumen
2305	Gothic-3514_schaum-1	ʍ a θ o	CVCV	Schaum
2306	Gothic-2306_wohervonwoher-1	ʍ a θ r o	CVCCV	woher, von woher
2307	Gothic-2307_jeder-2	ʍ a z u h	CVCVC	jeder
2308	Gothic-2308_wemmitwemwomitumwasirgendwieetwa-1	ʍ e	CV	wem, mit wem, womit, um was, irgendwie, etwa
2309	Gothic-2309_jedenfallsnur-1	ʍ e h	CVC	jedenfalls, nur
2310	Gothic-2310_weilezeitstunde-1	ʍ i l a	CVCV	Weile, Zeit, Stunde
2311	Gothic-2311_nureinezeitlangdauerndverganglichunbestandig-1	ʍ i l a ʍ ɛ r b s	CVCVCVCCC	nur eine Zeitlang dauernd, vergänglich, unbeständig
2312	Gothic-2312_ruheverweilen-1	ʍ i l ɛ n s	CVCVCC	Ruhe, Verweilen
2313	Gothic-2313_aufhoren-1	ʍ i l a n	CVCVC	aufhören
2314	Gothic-2314_einestundelang-1	ʍ i l o h u n	CVCVCVC	eine Stunde lang
2315	Gothic-2317_wei-2	ʍ i t a ɣ s	CVCVCC	weiß
2316	Gothic-2316_weien-1	ʍ i t j a n	CVCCVC	weißen
2317	Gothic-2317_wei-3	ʍ i t s	CVCC	weiß
2318	Gothic-2318_wiegro-1	ʍ e l ɔ θ s	CVCVCC	wie groß
2319	Gothic-2319_wolben-1	ʍ ɪ l b a n	CVCCVC	wölben
2320	Gothic-2320_wiebeschaffenwasfureinwelcher-1	ʍ ɪ l i k s	CVCVCC	wie beschaffen, was für ein, welcher
2321	Gothic-2321_wolbung-1	ʍ ɪ l ɸ t r ɪ	CVCCCCV	Wölbung
2322	Gothic-2322_totenkistesarg-1	ʍ ɪ l ɸ t r j o s	CVCCCCCVC	Totenkiste, Sarg
2323	Gothic-2323_760-1	ʍ j	CC	
2324	Gothic-2324_725-1	ʍ k e	CCV	
2325	Gothic-2325_740-1	ʍ m	CC	
2326	Gothic-2326_743-1	ʍ m ɡ	CCC	
2327	Gothic-2327_ruhmruhmen-1	ʍ o ɸ t u l ɪ	CVCCVCV	Ruhm, Rühmen
2328	Gothic-2328_sichruhmen-1	ʍ o p a n	CVCVC	sich rühmen
2329	Gothic-2329_drohung-1	ʍ o t a	CVCV	Drohung
2330	Gothic-2330_drohen-1	ʍ o t j a n	CVCCVC	drohen
2331	Gothic-2331_ysop-2	ʍ sː o p o	CCVCV	Ysop
2332	Gothic-2332_707-1	ʍ z	CC	
2333	Gothic-2333_iabkurzungfur10-1	ɪ	V	i, Abkürzung für
2334	Gothic-2334_11-1	ɪ a	VV	
2335	Gothic-2335_12-1	ɪ β	VC	
2336	Gothic-2336_obetwawohlobdenndochwohldochnichtdassnichtetwa-1	ɪ β ɛ	VCV	ob, etwa, wohl, ob denn, doch wohl, doch nicht, dass nicht etwa
2337	Gothic-2337_berglehneabhang-1	ɪ β d a l j a	VCCVCCV	Berglehne, Abhang
2338	Gothic-2338_gleich-1	ɪ β n a	VCCV	gleich
2339	Gothic-2339_gleichenkorpersgleich-1	ɪ β n a l i k s	VCCVCVCC	gleichen Körpers, gleich
2340	Gothic-2340_gleichschongleichgesichtiggleichgestaltet-1	ɪ β n a s k ɔ n s	VCCVCCVCC	gleichschön, gleichgesichtig, gleichgestaltet
2341	Gothic-2341_gleichheitbilligkeit-1	ɪ β n a sː u s	VCCVCVC	Gleichheit, Billigkeit
2342	Gothic-2342_gleichmachenebnen-2	ɪ β n a t j a n	VCCVCCVC	gleichmachen, ebnen
2343	Gothic-2344_ebnen-1	ɪ β n j a n	VCCCVC	ebnen
2344	Gothic-2344_ebnen-2	ɪ β n o n	VCCVC	ebnen
2345	Gothic-2345_ebenflachgleich-1	ɪ β n̥ s	VCVC	eben, flach, gleich
2346	Gothic-2346_eber-2	ɪ β r̥ s	VCVC	Eber
2347	Gothic-2347_ruckwartsgewandtzuruck-1	ɪ β u k s	VCVCC	rückwärts gewandt, zurück
2348	Gothic-2348_14-1	ɪ ð	VC	
2349	Gothic-2349_ging-1	ɪ dː j a	VCCV	ging
2350	Gothic-2350_bue-1	ɪ ð r i ɣ a	VCCVCV	Buße
2351	Gothic-2351_bereuenbuetun-1	ɪ ð r i ɣ o n	VCCVCVC	bereuen, Buße tun
2352	Gothic-2352_reuig-1	ɪ ð r i ɣ s	VCCVCC	reuig
2353	Gothic-2353_schmachschimpf-1	ɪ ð w i t	VCCVC	Schmach, Schimpf
2354	Gothic-2354_rugenzurechtweisen-1	ɪ ð w i t a n	VCCVCVC	rügen, zurechtweisen
2355	Gothic-2598_schmahen-1	ɪ ð w i t j a n	VCCVCCVC	schmähen
2356	Gothic-2356_15-1	ɪ e	VV	
2357	Gothic-2357_folgende-1	ɪ ɸ t u m a	VCCVCV	folgende
2358	Gothic-2358_13-1	ɪ ɣ	VC	
2359	Gothic-2359_igel-1	ɪ ɣ ɪ l s	VCVCC	Igel
2360	Gothic-2360_euchbeidengehorigeuerbeider-1	ɪ ŋ kʷ a r	VCCVC	euch beiden gehörig, euer beider
2361	Gothic-2361_18-1	ɪ h	VC	
2362	Gothic-2362_eisirune-2	ɪ ɪ z	VVC	Eis, iRune
2363	Gothic-2363_ich-1	ɪ k	VC	ich
2364	Gothic-2364_derichichwelcher-1	ɪ k i	VCV	der ich, ich welcher
2365	Gothic-2365_inanaufunterzuwahrendbeiubernachgegenumfurbiszuwegenumwillendurch-1	ɪ n	VC	in, an, auf, unter, zu, während, bei, über, nach, gegen, um, für, bis zu, wegen, um willen, durch
2366	Gothic-2366_anfahrenbedroheninangstsetzen-1	ɪ n a ɣ j a n	VCVCCVC	anfahren, bedrohen, in Angst setzen
2367	Gothic-2367_besonnenheitselbstbeherrschung-1	ɪ n a h i	VCVCV	Besonnenheit, Selbstbeherrschung
2368	Gothic-2368_verstandigbesonnenklug-1	ɪ n a h s	VCVCC	verständig, besonnen, klug
2369	Gothic-2369_zornigmachenreizen-1	ɪ n a l j a n o n	VCVCCVCVC	zornig machen, reizen
2370	Gothic-2370_anbrenneninbrandstecken-1	ɪ n b r a nː j a n	VCCCVCCVC	anbrennen, in Brand stecken
2371	Gothic-2371_inbesturzunggeratenerschuttertwerden-1	ɪ n d r o β n a n	VCCCVCCVC	in Bestürzung geraten, erschüttert werden
2372	Gothic-2372_sicherbarmengeruhrtsein-1	ɪ n ɸ i n a n	VCCVCVC	sich erbarmen, gerührt sein
2373	Gothic-2373_verwandelnumwandeln-1	ɪ n ɡ a l i k o n	VCCVCVCVC	verwandeln, umwandeln
2374	Gothic-2374_hausgenosse-2	ɪ n ɡ a r d j a	VCCVCCCV	Hausgenosse
2375	Gothic-2375_imhausbefindlich-1	ɪ n ɡ a r d j a	VCCVCCCV	im Haus befindlich
2376	Gothic-2740_gift-1	ɪ n ɡ ɪ ɸ	VCCVC	Gift
2377	Gothic-2377_erbittern-1	ɪ n ɡ r a m j a n	VCCCVCCVC	erbittern
2378	Gothic-2378_schrecklich-2	ɪ n ɡ r ɪ m j ɪ s	VCCCVCCVC	schrecklich
2379	Gothic-2379_entschuldigungvorwandgelegenheit-1	ɪ n ɪ l o	VCVCV	Entschuldigung, Vorwand, Gelegenheit
2380	Gothic-2380_einwenden-1	ɪ n ɪ l o n	VCVCVC	einwenden
2381	Gothic-2381_schwangerschwangere-1	ɪ n k ɪ l θ o	VCCVCCV	schwanger, Schwangere
2382	Gothic-2382_stammesgenosselandsmann-1	ɪ n k u n j a	VCCVCCV	Stammesgenosse, Landsmann
2383	Gothic-2383_erleuchten-1	ɪ n l ɪ u h t j a n	VCCVVCCCVC	erleuchten
2384	Gothic-2384_vertauschungtausch-1	ɪ n m ɛ ð i n s	VCCVCVCC	Vertauschung, Tausch
2385	Gothic-2385_verwandelnverandern-1	ɪ n m ɛ ð j a n	VCCVCCVC	verwandeln, verändern
2386	Gothic-2386_hinein-1	ɪ nː	VC	hinein
2387	Gothic-2387_inneninnerhalb-1	ɪ nː a	VCV	innen, innerhalb
2388	Gothic-2388_zumhausgehorighausgenosse-1	ɪ nː a k u n d s	VCVCVCCC	zum Haus gehörig, Hausgenosse
2389	Gothic-2389_voninnenhineininneninnerhalbinwendig-1	ɪ nː a n a	VCVCV	von innen, hinein, innen, innerhalb, inwendig
2390	Gothic-2390_hineinbringenhineintragen-1	ɪ nː a t b ɛ r a n	VCVCCVCVC	hineinbringen, hineintragen
2391	Gothic-2391_hineingehenhineinkommen-1	ɪ nː a t ɡ a ŋ ɡ a n	VCVCCVCCVC	hineingehen, hineinkommen
2392	Gothic-2392_eingangeintritt-1	ɪ nː a t ɡ a h t s	VCVCCVCCC	Eingang, Eintritt
2393	Gothic-2393_hineinziehenhineinfuhren-1	ɪ nː a tː ɪ u h a n	VCVCVVCVC	hineinziehen, hineinführen
2394	Gothic-2394_voninneninwendig-1	ɪ nː a θ r o	VCVCCV	von innen, inwendig
2395	Gothic-2395_hineingehenfortgehen-1	ɪ nː ɣ a ŋ ɡ a n	VCCVCCVC	hineingehen, fortgehen
2396	Gothic-2396_hineingehen-1	ɪ nː ɣ a l i θ a n	VCCVCVCVC	hineingehen
2397	Gothic-2397_hernehmen-1	ɪ nː ɪ m a n	VCVCVC	hernehmen
2398	Gothic-2398_erneuerungfestdertempelweihekirchweihe-1	ɪ nː ɪ u j ɪ θ a	VCVVCVCV	Erneuerung, Fest der Tempelweihe, Kirchweihe
2399	Gothic-2399_weiterhinaufschlupfenhineinschlupfen-1	ɪ nː u ɸ s l ɪ u p a n	VCVCCCVVCVC	weiter hinaufschlüpfen, hineinschlüpfen
2400	Gothic-2400_derinnereinnerlich-1	ɪ nː u m a	VCVCV	der innere, innerlich
2401	Gothic-2401_hineinwerfen-1	ɪ nː w ɛ r p a n	VCCVCCVC	hineinwerfen
2402	Gothic-2402_erzurntwerdenzurnenunwilligsein-1	ɪ n r ɔ h t j a n	VCCVCCCVC	erzürnt werden, zürnen, unwillig sein
2403	Gothic-2403_erzitternerbeben-1	ɪ n r i r a n	VCCVCVC	erzittern, erbeben
2404	Gothic-3373_schwert-3	ɪ n s	VCC	Schwert
2405	Gothic-2405_erzahlungaussagezeugnis-1	ɪ n s a h t s	VCCVCCC	Erzählung, Aussage, Zeugnis
2406	Gothic-2406_einsaenhineinsaen-1	ɪ n s ɛ a n	VCCVVC	einsäen, hineinsäen
2407	Gothic-2407_hinsehenansehenaufetwassehennachetwassehenaufblickensichumsehen-1	ɪ n s ɛ ʍ a n	VCCVCVC	hinsehen, ansehen, auf etwas sehen, nach etwas sehen, aufblicken, sich umsehen
2408	Gothic-2408_anseilenherablassen-1	ɪ n s ɛ l j a n	VCCVCCVC	anseilen, herablassen
2409	Gothic-2409_vorstellenanrateneintretenfurbezeichnenvortragenanzeigen-1	ɪ n s a k a n	VCCVCVC	vorstellen, anraten, eintreten für, bezeichnen, vortragen, anzeigen
2410	Gothic-2410_entsendenhinsendenzusendensenden-1	ɪ n s a n d j a n	VCCVCCCVC	entsenden, hinsenden, zusenden, senden
2411	Gothic-2411_bevorsteheneintretenfur-1	ɪ n s t a n d a n	VCCCVCCVC	bevorstehen, eintreten für
2412	Gothic-3787_starken-2	ɪ n s w ɪ n θ j a n	VCCCVCCCVC	stärken
2413	Gothic-2413_anzundenverbrenneninbrandsetzen-1	ɪ n t a n d j a n	VCCVCCCVC	anzünden, verbrennen, in Brand setzen
2414	Gothic-2414_einpfropfen-1	ɪ n t r u s ɡ j a n	VCCCVCCCVC	einpfropfen
2415	Gothic-4150_verbrennen-3	ɪ n t u n d n a n	VCCVCCCVC	verbrennen
2416	Gothic-2416_ohneauer-1	ɪ n u h	VCVC	ohne, außer
2417	Gothic-2417_erregenaufwiegeln-1	ɪ n w a ɣ j a n	VCCVCCVC	erregen, aufwiegeln
2418	Gothic-2418_hineinwendenverdrehenverkehren-1	ɪ n w a n d j a n	VCCVCCCVC	hineinwenden, verdrehen, verkehren
2419	Gothic-2419_verehrungerweisenbegruenanbetenansehenverehren-1	ɪ n w i t a n	VCCVCVC	Verehrung erweisen, begrüßen, anbeten, ansehen, verehren
2420	Gothic-2420_anbetenbehexen-1	ɪ n w i t j a n	VCCVCCVC	anbeten, behexen
2421	Gothic-2421_verleugnenfurungultigerklaren-1	ɪ n w ɪ ð a n	VCCVCVC	verleugnen, für ungültig erklären
2422	Gothic-2422_ungerechtigkeit-1	ɪ n w ɪ n d ɪ θ a	VCCVCCVCV	Ungerechtigkeit
2423	Gothic-2423_gewundenungerechtverkehrtverdorben-1	ɪ n w ɪ n d s	VCCVCCC	gewunden, ungerecht, verkehrt, verdorben
2424	Gothic-2424_bevorstehen-1	ɪ n w ɪ s a n	VCCVCVC	bevorstehen
2425	Gothic-2425_innerhalbdesgesetzesstehendgesetzlich-1	ɪ n w ɪ t o θ s	VCCVCVCC	innerhalb des Gesetzes stehend, gesetzlich
2426	Gothic-2426_eingott-1	ɪ o w ɪ	VVCV	ein Gott
2427	Gothic-2427_16-1	ɪ kʷ	VC	
2428	Gothic-2428_er-1	ɪ s	VC	er
2429	Gothic-2429_isch-1	ɪ s k s	VCCC	isch
2430	Gothic-2430_israel-1	ɪ s r a e l	VCCVVC	Israel
2431	Gothic-2431_israelit-1	ɪ s r a e l i t e s	VCCVVCVCVC	Israelit
2432	Gothic-2432_essen-2	ɪ t a n	VCVC	essen
2433	Gothic-2433_aberundwennnunalsodenn-1	ɪ θ	VC	aber, und, wenn, nun, also, denn
2434	Gothic-2434_19-1	ɪ θ	VC	
2435	Gothic-2435_judaa-1	ɪ u ð ɛ a l a n d	VVCVVCVCC	Judäa
2436	Gothic-2436_jude-1	ɪ u ð ɛ u s	VVCVVC	Jude
2437	Gothic-2437_aufjudischeweise-1	ɪ u ð ɛ w ɪ s k o	VVCVCVCCV	auf jüdische Weise
2438	Gothic-2438_judischleben-1	ɪ u ð ɛ w ɪ s k o n	VVCVCVCCVC	jüdisch leben
2439	Gothic-2475_judisch-1	ɪ u ð ɛ w ɪ s k s	VVCVCVCCC	jüdisch
2440	Gothic-2440_haufenmenge-2	ɪ u m j o	VVCCV	Haufen, Menge
2441	Gothic-2441_aufwartshinauf-1	ɪ u p	VVC	aufwärts, hinauf
2442	Gothic-2442_obenhinauf-1	ɪ u p a	VVCV	oben, hinauf
2443	Gothic-2443_vonobenvonanfanganvonvorne-1	ɪ u p a n a	VVCVCV	von oben, von Anfang an, von vorne
2444	Gothic-2444_vonoben-1	ɪ u p a θ r o	VVCVCCV	von oben
2445	Gothic-2445_besser-1	ɪ u s	VVC	besser
2446	Gothic-2446_erholungbesserung-1	ɪ u s ɪ l a	VVCVCV	Erholung, Besserung
2447	Gothic-2447_bessernerleichtern-1	ɪ u s ɪ l o n	VVCVCVC	bessern, erleichtern
2448	Gothic-2448_besservorzuglicher-1	ɪ u s ɪ z a	VVCVCV	besser, vorzüglicher
2449	Gothic-2449_nachkomme-2	ɪ u θ a	VVCV	Nachkomme
2450	Gothic-2450_17-1	ɪ z	VC	
2451	Gothic-3292_derwelcher-1	ɪ z i	VCV	der, welcher
2452	Gothic-2452_euer-1	ɪ z w a r	VCCVC	euer
2453	Gothic-2453_jabkurzungfur60-1	j	C	j, Abkürzung für
2454	Gothic-2454_ja-1	j a	CV	ja
2455	Gothic-2455_obwennwennnur-1	j a β ɛ	CVCV	ob, wenn, wenn nur
2456	Gothic-2456_undundzwarauchaberdenn-1	j a h	CVC	und, und zwar, auch, aber, denn
2457	Gothic-2457_jawahrlichfurwahr-1	j ɛ	CV	ja, wahrlich, für wahr
2458	Gothic-2458_anjenemortdort-1	j ɛ n a r	CVCVC	an jenem Ort, dort
2459	Gothic-2460_dorthin-1	j ɛ n d	CVCC	dorthin
2460	Gothic-2460_dorthin-2	j ɛ n d r e	CVCCCV	dorthin
2461	Gothic-2461_dorthingewandt-1	j ɛ n d w ɛ r θ s	CVCCCVCCC	dorthin gewandt
2462	Gothic-2462_jener-1	j ɛ n s	CVCC	jener
2463	Gothic-2463_dorthervondort-1	j ɛ n θ r o	CVCCCV	dorther, von dort
2464	Gothic-2464_undwennseiesdassgleichvielobentwederoder-1	j a θː e	CVCV	und wenn, sei es dass, gleichviel ob, entweder ... oder
2465	Gothic-2465_ob-1	j ɔ	CV	ob
2466	Gothic-2466_jahrzeitjrune-1	j e r	CVC	Jahr, Zeit, jRune
2467	Gothic-2467_jesus-1	j e s u s	CVCVC	Jesus
2468	Gothic-2468_zornausbruchstreit-1	j ɪ u k a	CVVCV	Zornausbruch, Streit
2469	Gothic-2469_kampfenringenobsiegen-1	j ɪ u k a n	CVVCVC	kämpfen, ringen, obsiegen
2470	Gothic-2470_julfest-1	j ɪ u l a	CVVCV	Julfest
2471	Gothic-2471_julmonatdezember-1	j ɪ u l i s	CVVCVC	Julmonat, Dezember
2472	Gothic-2472_jotapunktchen-1	j o t a	CVCV	Jota, Pünktchen
2473	Gothic-2473_66-1	j kʷ	CC	
2474	Gothic-2474_schondochnunjetzt-1	j u	CV	schon, doch, nun, jetzt
2475	Gothic-2475_judisch-2	j u ð ɛ w ɪ s k s	CVCVCVCCC	jüdisch
2476	Gothic-2476_jungling-1	j u ŋ ɡ a l ɔ θ s	CVCCVCVCC	Jüngling
2477	Gothic-2477_jungjugendlich-1	j u ŋ ɡ s	CVCCC	jung, jugendlich
2478	Gothic-2478_gespannjochpaar-1	j u k	CVC	Gespann, Joch, Paar
2479	Gothic-2479_joch-1	j u k u z ɪ	CVCVCV	Joch
2480	Gothic-2480_jugend-1	j u n d a	CVCCV	Jugend
2481	Gothic-2481_ihr-1	j u s	CVC	ihr
2482	Gothic-2482_ihrbeide-1	j u t	CVC	ihr beide
2483	Gothic-2483_schon-1	j u θ a n	CVCVC	schon
2484	Gothic-2484_ihrwelchedieihr-1	j u z i	CVCV	ihr welche, die ihr
2485	Gothic-2485_kabkurzungfur20-1	k	C	k, Abkürzung für
2486	Gothic-2486_21-1	k a	CV	
2487	Gothic-2487_undsoweiter-1	k ɛ t a l o ɪ p a	CVCVCVVCV	und so weiter
2488	Gothic-2488_kaiser-1	k ɛ s a r	CVCVC	Kaiser
2489	Gothic-2489_kaisergeldzensussteuerkaisersteuer-1	k ɛ s a r a ɣ ɪ l d	CVCVCVCVCC	Kaisergeld, Zensus, Steuer, Kaisersteuer
2490	Gothic-2490_kalb-1	k a l b	CVCC	Kalb
2491	Gothic-2491_jungekuhweiblicheskalbkalbe-1	k a l b o	CVCCV	junge Kuh, weibliches Kalb, Kalbe
2492	Gothic-2492_quellebrunnen-1	k a l d ɪ ŋ ɡ s	CVCCVCCC	Quelle, Brunnen
2493	Gothic-2493_kalt-1	k a l d s	CVCCC	kalt
2494	Gothic-2494_hurereiunzucht-1	k a l k ɪ n a sː u s	CVCCVCVCVC	Hurerei, Unzucht
2495	Gothic-2495_unzuchttreibenhuren-1	k a l k ɪ n o n	CVCCVCVC	Unzucht treiben, huren
2496	Gothic-2496_hure-1	k a l k j o	CVCCCV	Hure
2497	Gothic-2497_geschlechtnachkommenschaft-1	k a nː a	CVCV	Geschlecht, Nachkommenschaft
2498	Gothic-2498_kundtunbekanntmachenempfehlenverkunden-1	k a nː j a n	CVCCVC	kund tun, bekanntmachen, empfehlen, verkünden
2499	Gothic-2499_dashaarabschneidenscheren-1	k a p ɪ lː o n	CVCVCVC	das Haar abschneiden, scheren
2500	Gothic-2500_hauenschneiden-1	k a pː o n	CVCVC	hauen, schneiden
2501	Gothic-3193_sorge-1	k a r a	CVCV	Sorge
2502	Gothic-2502_besorgt-1	k a r j a	CVCCV	besorgt
2503	Gothic-2503_kerkergefangnis-1	k a r k a r a	CVCCVCV	Kerker, Gefängnis
2504	Gothic-2504_sichkummern-1	k a r o n	CVCVC	sich kümmern
2505	Gothic-2505_karpfen-1	k a r p a	CVCCV	Karpfen
2506	Gothic-4506_wagen-1	k a r t	CVCC	Wagen
2507	Gothic-2507_gefa-1	k a s	CVC	Gefäß
2508	Gothic-2508_topfer-1	k a s j a	CVCCV	Töpfer
2509	Gothic-2509_kessel-1	k a t ɪ l s	CVCVCC	Kessel
2510	Gothic-2510_handelkauf-1	k ɔ p	CVC	Handel, Kauf
2511	Gothic-2511_ohrfeigenfaustschlaggeben-1	k ɔ p a t j a n	CVCVCCVC	ohrfeigen, Faustschlag geben
2512	Gothic-2512_geschaftemachenhandeltreiben-1	k ɔ p o n	CVCVC	Geschäfte machen, Handel treiben
2513	Gothic-2513_gabefrommestiftungopfer-1	k ɔ r b a n	CVCCVC	Gabe, fromme Stiftung, Opfer
2514	Gothic-2514_tempelschatz-1	k ɔ r b ɔ n a s	CVCCVCVC	Tempelschatz
2515	Gothic-2515_schwerefullelast-1	k ɔ r i	CVCV	Schwere, Fülle, Last
2516	Gothic-2516_schwerebeschwerlichkeit-1	k ɔ r i n s	CVCVCC	Schwere, Beschwerlichkeit
2517	Gothic-2517_lastschwere-1	k ɔ r ɪ θ a	CVCVCV	Last, Schwere
2518	Gothic-2518_druckenbelastigenbeschweren-1	k ɔ r j a n	CVCCVC	drücken, belästigen, beschweren
2519	Gothic-2519_korngetreideweizen-1	k ɔ r n̥	CVCC	Korn, Getreide, Weizen
2520	Gothic-2520_korn-1	k ɔ r n o	CVCCV	Korn
2521	Gothic-2521_schwerlastig-1	k ɔ r u s	CVCVC	schwer, lästig
2522	Gothic-2522_kostenkennenlernenprufen-1	k ɔ s j a n	CVCCVC	kosten, kennen lernen, prüfen
2523	Gothic-2523_sicherheitburgschaftverschreibung-1	k a w t s j o	CVCCCCV	Sicherheit, Bürgschaft, Verschreibung
2524	Gothic-2524_22-1	k b	CC	
2525	Gothic-2525_24-1	k d	CC	
2526	Gothic-2526_25-1	k e	CV	
2527	Gothic-2527_keimen-1	k i n a n	CVCVC	keimen
2528	Gothic-2528_turmspeisesaalimobergeschosoller-1	k e l ɪ k n̥	CVCVCC	Turm, Speisesaal im Obergeschoß, Söller
2529	Gothic-2529_23-1	k ɡ	CC	
2530	Gothic-2530_28-1	k h	CC	
2531	Gothic-2531_schluckenschlingen-1	k ɪ l a n	CVCVC	schlucken, schlingen
2532	Gothic-2532_trinkedenbecheraus-1	k ɪ l e m s c h k o p	CVCVCCCVCVC	trinke den Becher aus
2533	Gothic-2535_kind-3	k ɪ l θ	CVCC	Kind
2534	Gothic-2534_mutterleib-1	k ɪ l θ i	CVCCV	Mutterleib
2535	Gothic-2535_kind-4	k ɪ n d	CVCC	Kind
2536	Gothic-2536_statthalterlandpfleger-1	k ɪ n d ɪ n s	CVCCVCC	Statthalter, Landpfleger
2537	Gothic-2537_kindgeschlechtart-1	k ɪ n d s	CVCCC	Kind, Geschlecht, Art
2538	Gothic-4504_wange-1	k ɪ nː u s	CVCVC	Wange
2539	Gothic-2539_heller-1	k ɪ n t u s	CVCCVC	Heller
2540	Gothic-2540_prufenwahlen-1	k ɪ u s a n	CVVCVC	prüfen, wählen
2541	Gothic-2541_gellenklingenschallen-1	k l ɪ s m j a n	CCVCCCVC	gellen, klingen, schallen
2542	Gothic-2542_beckenzimbelklingelschelle-1	k l ɪ s m o	CCVCCV	Becken, Zimbel, Klingel, Schelle
2543	Gothic-2543_klobenkluppegespaltenerzweig-1	k l u β a	CCVCV	Kloben, Kluppe, gespaltener Zweig
2544	Gothic-4750_gut-2	k n a w a n a	CCVCVCV	gut
2545	Gothic-2545_knie-1	k n ɪ u	CCVV	Knie
2546	Gothic-2546_geschlecht-2	k n o θ s	CCVCC	Geschlecht
2547	Gothic-2547_niederfallenaufdiekniefallenknien-1	k n u sː j a n	CCVCCVC	niederfallen, auf die Knie fallen, knien
2548	Gothic-2548_knien-1	k n u sː u s	CCVCVC	Knien
2549	Gothic-2549_knien-1	k n u t j a n	CCVCCVC	knien
2550	Gothic-2550_kuchen-1	k o k a	CVCV	Kuchen
2551	Gothic-3005_kuhn-1	k o n ɪ	CVCV	kühn
2552	Gothic-2552_becher-1	k o p	CVC	Becher
2553	Gothic-2553_26-1	k kʷ	CC	
2554	Gothic-2554_drucken-1	k r a m j a n	CCVCCVC	drücken
2555	Gothic-2555_klammerhaken-1	k r a m p a	CCVCCV	Klammer, Haken
2556	Gothic-2556_haken-1	k r a pː a	CCVCV	Haken
2557	Gothic-2557_kratzen-1	k r a tː o n	CCVCVC	kratzen
2558	Gothic-2558_kreischenschreien-1	k r i t a n	CCVCVC	kreischen, schreien
2559	Gothic-2559_kreis-1	k r i t u s	CCVCVC	Kreis
2560	Gothic-2560_grieche-1	k r e k s	CCVCC	Grieche
2561	Gothic-4496_krippe-1	k r ɪ p j a	CCVCCV	Krippe
2562	Gothic-2562_knirschen-1	k r ɪ u s t a n	CCVVCCVC	knirschen
2563	Gothic-2563_zermalmen-1	k r o t o n	CCVCVC	zermalmen
2564	Gothic-2564_krug-2	k r u k a	CCVCV	Krug
2565	Gothic-2565_krucke-1	k r u kː j a	CCVCCV	Krücke
2566	Gothic-2566_rundemasse-1	k r u pː a	CCVCV	runde Masse
2567	Gothic-2568_kleie-1	k r u s k a	CCVCCV	Kleie
2568	Gothic-2568_kleie-2	k r u s k ɪ	CCVCCV	Kleie
2569	Gothic-2569_knirschen-1	k r u s t s	CCVCCC	Knirschen
2570	Gothic-2570_29-1	k θ	CC	
2571	Gothic-2571_liegenamtischtischgesellschaftgruppetischgenossenschaft-1	k u β ɪ t u s	CVCVCVC	Liegen am Tisch, Tischgesellschaft, Gruppe, Tischgenossenschaft
2572	Gothic-2572_kussen-1	k u k j a n	CVCCVC	küssen
2573	Gothic-2573_stehauf-1	k u m i	CVCV	steh auf
2574	Gothic-2574_fesselband-1	k u n a w ɪ ð a	CVCVCVCV	Fessel, Band
2575	Gothic-2575_sichvermehren-1	k u n d j a n	CVCCCVC	sich vermehren
2576	Gothic-2581_stammend-1	k u n d s	CVCCC	stammend
2577	Gothic-2577_geschlechtstamm-1	k u n ɪ	CVCV	Geschlecht, Stamm
2578	Gothic-2578_kennenlernen-1	k u nː ɛ n s	CVCVCC	Kennenlernen
2579	Gothic-2579_kennenwissen-1	k u nː a n	CVCVC	kennen, wissen
2580	Gothic-2580_kennenlernen-1	k u nː a n	CVCVC	kennenlernen
2581	Gothic-2581_stammend-2	k u n s	CVCC	stammend
2582	Gothic-2582_kundekenntnis-1	k u n θ ɪ	CVCCV	Kunde, Kenntnis
2583	Gothic-2583_kunden-1	k u n θ j a n	CVCCCVC	künden
2584	Gothic-2584_kundbekanntbekannter-1	k u n θ s	CVCCC	kund, bekannt, Bekannter
2585	Gothic-2585_keusch-1	k u s k i s	CVCCVC	keusch
2586	Gothic-2586_kehlekrunegeschwur-1	k u s m a	CVCCV	Kehle, kRune, Geschwür
2587	Gothic-2587_probe-1	k u s t s	CVCCC	Probe
2588	Gothic-2588_prufungbeweis-1	k u s t u s	CVCCVC	Prüfung, Beweis
2589	Gothic-2589_kyrenischeinwohnervonkyrene-1	k w r i n ɛ u s	CVCVCVVC	kyrenisch, Einwohner von Kyrene
2590	Gothic-2590_27-1	k z	CC	
2591	Gothic-2591_1abkurzungfurdreiig-1	l	C	, Abkürzung für dreißig
2592	Gothic-2592_langmut-1	l a ŋ ɡ a m o ð i	CVCCVCVCV	Langmut
2593	Gothic-2593_langmutig-1	l a ŋ ɡ a m o θ s	CVCCVCVCC	langmütig
